שם הרשות,סמל הרשות,מחוז,מעמד מוניציפאלי,סהכ אוכלוסייה בסוף השנה,"אשכול מדד חברתי כלכלי (משנת 2019, מ-1 עד 10, 1 הנמוך ביותר)",סהכ תקבולים (תקציב רגיל ותקציב בלתי רגיל),סהכ הכנסות בתקציב הרגיל,הכנסות לנפש בתקציב הרגיל (שח),מיסים ומענקים,שירותים מקומיים,סהכ שירותים ממלכתיים,שירותים ממלכתיים - חינוך,שירותים ממלכתיים - רווחה,שירותים ממלכתיים - תרבות,סהכ מפעלים,מפעלים - מפעל המים,תקבולים בלתי רגילים,סהכ הכנסות בתקציב הרגיל.1,סהכ הכנסות עצמיות,הכנסות עצמיות: מארנונה,ארנונה למגורים: סהכ גביות,ארנונה למגורים: סהכ חיובים נטו,ארנונה למגורים: יחס גבייה ב-% לכלל החיובים,ארנונה למגורים: גבייה השנה (קרן + ריבית),ארנונה למגורים: חיוב בשנת החשבון,ארנונה למגורים: יחס גבייה ב-% לחיוב השנה,"ארנונה למגורים: סהכ פטורים, שחרורים והנחות",ארנונה למגורים: גביית פיגורים (קרן + ריבית),ארנונה לא למגורים: גבייה,הכנסות עצמיות: מחינוך,הכנסות עצמיות: מרווחה,יתר הכנסות עצמיות,סהכ הכנסות מהממשלה,הכנסות מהממשלה: ממשרד החינוך,הכנסות מהממשלה: ממשרד הרווחה,הכנסות מהממשלה: מענק כללי,הכנסות מהממשלה: מענקים מיוחדים ומיועדים,הכנסות מהממשלה: מענקים להקטנת גירעון מצטבר,מלוות למחזור ולאיזון,סהכ הכנסות בתקציב בלתי רגיל,השתתפות בעלי נכסים,השתתפות הממשלה,מלוות,הכנסות אחרות,סהכ תשלומים (תקציב רגיל ותקציב בלתי רגיל),סהכ הוצאות בתקציב הרגיל,הוצאה לנפש בתקציב הרגיל (שח),הנהלה וכלליות,שירותים מקומיים.1,סהכ שירותים ממלכתיים.1,שירותים ממלכתיים: חינוך,שירותים ממלכתיים: רווחה,שירותים ממלכתיים: תרבות,מפעלים,מפעלים: מפעל המים,תשלומים בלתי רגילים,סהכ הוצאות בתקציב הרגיל.1,סהכ הוצאות לעלות עבודה,הוצאות לעלות עבודה: לחינוך,הוצאות לעלות עבודה: לרווחה,הוצאות תפעול,הוצאות לפירעון מלוות,הוצאות מימון,העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר),"הוצאות כלליות, השתתפויות והעברות",סהכ הוצאות בתקציב בלתי רגיל,הוצאות לעבודות שבוצעו במשך השנה,הוצאות להעברת מלוות,הוצאות אחרות,עודף/גירעון בתקציב הרגיל השנה,עודף/גירעון בתקציב הרגיל השנה ללא קבלת מלוות לאיזון,עודף/גירעון מצטבר בתקציב הרגיל לסוף שנה,עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סהכ חיוב ארנונה - חיוב באלפי ₪,למגורים,"למשרדים, שירותים ומסחר",לתעשייה,למלאכה,לבנקים וחברות ביטוח,לבתי מלון,לחניונים,לקרקע תפוסה,לקרקע תפוסה לעריכת אירועים,לקרקע תפוסה במפעל עתיר שטח,לאדמה חקלאית,למבנה חקלאי,למגורים שאינם בשימוש,לאדמת בניין,למערכת סולרית על גג נכס,למערכת סולרית שאינה על גג נכס,לקרקע תפוסה למערכת סולרית,ליתר סוגי הנכסים,סהכ חיוב ארנונה - שטחים באלפי מר,למגורים.1,"למשרדים, שירותים ומסחר.1",לתעשייה.1,למלאכה.1,לבנקים וחברות ביטוח.1,לבתי מלון.1,לחניונים.1,לקרקע תפוסה.1,לקרקע תפוסה לעריכת אירועים.1,לקרקע תפוסה במפעל עתיר שטח.1,לאדמה חקלאית.1,למבנה חקלאי.1,למגורים שאינם בשימוש.1,לאדמת בניין.1,למערכת סולרית על גג נכס.1,למערכת סולרית שאינה על גג נכס.1,לקרקע תפוסה למערכת סולרית.1,ליתר סוגי הנכסים.1,ארנונה והכנסות עצמיות,סהכ  אוכלוסייה בסוף השנה,ארנונה לא למגורים לנפש,ארנונה למגורים והכנסות עצמיות לנפש,הכנסות מהמדינה לנפש,אשכול
מעלות-תרשיחא,1063.0,הצפון,עירייה,22521.138214929822,5.0,190822.0,173658.0,7710.88913636158,95990.0,7452,62803,35494,21173,4099,277.0,235,7136.0,173658.0,84178.0,52871.0,28503.0,34611.0,0.8235243130796568,26590.0,38152.0,0.6969490459215768,9006.0,1913.0,24368.0,3480.0,160.0,27667.0,89480.0,31119,20914.0,27487,3074.0,0,0,17164.0,0,11080.0,0,6084,192873.0,173564.0,7706.715279822763,21119,37469.0,87479.0,47095.0,26700.0,10491.0,4595.0,231,22902,173564.0,76424.0,23576.0,6397.0,43831.0,6791,724,3978.0,41816.0,19309.0,18092,0,1217.0,94.0,94.0,-23933.0,45843.0,64231.0,37347.0,12258.0,7987.0,0.0,3173.0,1314.0,180.0,1967.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1362.47,878.15,87.44,171.32,0.0,2.16,15.26,12.58,171.11,0.0,0.0,24.34,0.11,0,0.0,0.0,0.0,0.0,0.0,57897.0,22521.138214929822,1.082005703594761,3.737732933240306,3.973156203121274,5.0
נהרייה,9100.0,הצפון,עירייה,63947.02217462663,6.0,762307.0,575333.0,8997.025669606313,288481.0,17909,146338,92729,49493,968,53936.0,46743,68669.0,575333.0,326539.0,194231.0,116271.0,143913.524,0.8079226800116436,105444.0,151767.784,0.6947719550283478,35575.0,10827.0,77960.0,8900.0,1326.0,122082.0,185644.0,80982,48167.0,37207,1446.0,5350,63150,186974.0,1443,65170.0,86175,34186,748306.0,574867.0,8989.738387350582,33063,116154.0,232796.0,135542.0,66167.0,21147.0,45781.0,30521,147073,574867.0,155811.0,64808.0,10495.0,168725.0,76567,1720,4034.0,160090.0,173439.0,86878,71175,15386.0,466.0,-62684.0,-42571.0,105951.0,233904.854,141022.784,63025.161,11218.199,2644.574,7718.936,5271.646,2020.623,845.488,0.0,0.0,34.486,102.957,0,0.0,0.0,0.0,0.0,0.0,4149.107,2619.539,358.849,138.429,25.633,5.583,54.887,236.674,127.695,0.0,0.0,570.33,11.488,0,0.0,0.0,0.0,0.0,0.0,237752.0,63947.02217462663,1.2191341730832548,5.106398842283645,2.9030906160578214,6.0
נוף הגליל,1061.0,הצפון,עירייה,44184.01539217353,5.0,465616.0,356204.0,8061.829529035871,215358.0,37721,95480,41785,46323,4445,1605.0,680,6040.0,356204.0,233621.0,136287.0,47601.0,61531.0,0.773610050218589,44423.0,70722.0,0.6281355165295099,22098.0,3178.0,88686.0,3558.0,975.0,92801.0,122583.0,36041,45348.0,24511,3227.0,0,0,109412.0,0,33529.0,20000,55883,452849.0,356051.0,8058.3667382812955,37349,87874.0,151762.0,70486.0,61888.0,10766.0,8210.0,0,70856,356051.0,114754.0,29078.0,13264.0,99606.0,11451,1552,242.0,128446.0,96798.0,96506,0,292.0,153.0,153.0,-19357.0,102058.0,174395.0,67912.0,58382.0,29013.0,0.0,2203.0,934.0,2770.0,12309.0,0.0,0.0,28.0,844.0,0,0.0,0.0,0.0,0.0,0.0,3833.14,1655.77,395.0,570.44,0.0,2.04,21.67,85.05,982.0,0.0,0.0,72.11,49.06,0,0.0,0.0,0.0,0.0,0.0,141757.0,44184.01539217353,2.007196476210473,5.287455156042293,2.774374372993577,5.0
נס ציונה,7200.0,המרכז,עירייה,50340.88391862856,8.0,545588.0,457318.0,9084.425310036526,223701.0,30222,189636,151139,28621,9876,606.0,606,13153.0,457318.0,286559.0,186871.0,101722.0,108255.0,0.9396517481871507,97144.0,116038.0,0.8371740291973319,16093.0,4578.0,85149.0,9868.0,1047.0,88773.0,170759.0,139232,26866.0,0,165.0,0,0,88270.0,288,9605.0,10000,68377,564535.0,453131.0,9001.25235648315,33670,86551.0,285172.0,206696.0,42396.0,33031.0,528.0,528,47210,453131.0,208668.0,131874.0,12407.0,180612.0,3286,4073,138.0,56354.0,111404.0,89432,0,21972.0,4187.0,4187.0,4438.0,31699.0,210705.0,112448.0,49796.0,34880.0,0.0,3241.0,0.0,129.0,9425.0,383.0,0.0,318.0,85.0,0,0.0,0.0,0.0,0.0,0.0,9746.332,2277.493,265.075,246.395,0.0,2.198,0.0,3.382,619.258,1.927,0.0,6322.449,8.155,0,0.0,0.0,0.0,0.0,0.0,196832.0,50340.88391862856,1.6914482498486831,5.692371243683294,3.3920540663532313,8.0
נצרת,7300.0,הצפון,עירייה,78006.68737855909,3.0,496971.0,433048.0,5551.4214813206845,195228.0,10813,218959,164127,52215,2617,5481.0,39,2567.0,433048.0,158141.0,95659.0,61007.0,134820.925,0.4525039418028025,45785.0,76353.925,0.5996417342003046,24567.0,15222.0,34652.0,4249.0,858.0,57375.0,274907.0,158623,51780.0,51162,10291.0,0,0,63923.0,0,27709.0,6700,29514,510140.0,456614.0,5853.523785519764,47011,72562.0,270588.0,187282.0,68533.0,14447.0,5873.0,1,60580,456614.0,212649.0,113417.0,24918.0,95004.0,16124,4674,30970.0,97193.0,53526.0,43473,6700,3353.0,-23566.0,-23566.0,-140920.0,70153.0,135795.402,86602.925,26892.626,6917.923,1108.164,7397.357,2558.741,3747.536,541.585,0.0,0.0,0.0,28.545,0,0.0,0.0,0.0,0.0,0.0,3087.955,2326.784,271.734,97.037,12.509,5.182,52.009,252.023,68.846,0.0,0.0,0.0,1.831,0,0.0,0.0,0.0,0.0,0.0,108267.0,78006.68737855909,0.44421832492177393,2.0272749082723722,3.524146573048312,3.0
נשר,2500.0,חיפה,עירייה,23760.611315266106,7.0,304066.0,230591.0,9704.758726129496,119681.0,7060,67505,41458,24528,1161,17132.0,11105,19213.0,230591.0,163720.0,98634.0,33643.0,48032.5189,0.7004213139444577,31500.0,45978.2756,0.6851061634856093,10634.0,2143.0,64991.0,411.0,1311.0,63364.0,66871.0,40502,23214.0,0,4.0,0,0,73475.0,0,12372.0,0,61103,305170.0,228123.0,9600.889344687515,18336,48099.0,114752.0,70070.0,33595.0,7356.0,20279.0,7942,26657,228123.0,80661.0,42019.0,7678.0,63901.0,2067,1525,12329.0,67640.0,77047.0,68469,0,8578.0,2468.0,2468.0,14201.0,17420.0,113952.5556,41824.2756,34624.0015,9115.2101,12103.701,6175.0423,0.0,306.4008,9670.4248,0.0,0.0,82.2101,51.0863,0,0.0,0.2031,0.0,0.0,0.0,2558.72173,1051.04144,257.64135,56.70891,111.96763,8.09608,0.0,9.15996,630.1471,0.0,0.0,423.0,1.049,0,0.0,9.91026,0.0,0.0,0.0,96586.0,23760.611315266106,2.7352410734585573,6.8903951092710525,2.8143636168584445,7.0
נתיבות,246.0,הדרום,עירייה,46373.548355075305,3.0,599966.0,302383.0,6520.592249803675,154931.0,7646,126618,89030,31581,1992,1260.0,1256,11928.0,302383.0,129069.0,78274.0,42486.0,73342.0,0.5792860843718469,37187.0,63438.0,0.5861943945269397,18904.0,5299.0,35788.0,4715.0,546.0,45534.0,173314.0,81109,30329.0,40003,13429.0,0,0,297583.0,0,54814.0,16895,225874,600200.0,303040.0,6534.759809184066,30363,63559.0,167341.0,109743.0,42419.0,10177.0,4341.0,1212,37436,303040.0,91238.0,34793.0,8272.0,121005.0,8619,1247,7327.0,73604.0,297160.0,288892,0,8268.0,-657.0,-657.0,-10613.0,72812.0,93703.0,55216.0,19067.0,10884.0,3606.0,1728.0,0.0,265.0,1569.0,6.0,0.0,25.0,0.0,0,0.0,0.0,0.0,0.0,1337.0,2704.9,1347.0,183.8,152.6,46.5,1.4,0.0,23.5,296.4,0.7,0.0,639.0,0.0,0,0.0,0.0,0.0,0.0,14.000000000000455,87982.0,46373.548355075305,0.7717330519109008,2.7832461517013543,3.737346098102321,3.0
נתניה,7400.0,המרכז,עירייה,233103.6899102907,6.0,2303210.0,1870698.0,8025.175408934679,1021327.0,75230,665980,455512,194006,12765,41271.0,186,66890.0,1870698.0,1212437.0,821790.0,456494.0,635003.0,0.7188847926702708,414946.0,591256.0,0.7018042945864397,115506.0,41548.0,365296.0,22402.0,7640.0,360605.0,658261.0,422419,187833.0,0,8641.0,0,0,432512.0,0,93428.0,20000,319084,2166299.0,1873986.0,8039.280719756938,148683,342016.0,1059256.0,715168.0,264670.0,57601.0,55315.0,0,268716,1873986.0,730897.0,401362.0,53073.0,440251.0,67286,4273,5304.0,625975.0,292313.0,246667,0,45646.0,-3288.0,-3288.0,-57821.0,709081.0,964422.0,566707.0,230014.0,78541.0,0.0,22366.0,14341.0,25234.0,27160.0,0.0,0.0,59.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13659.23,8623.15,1355.25,611.26,0.0,17.07,157.51,815.93,1258.35,0.0,0.0,820.71,0.0,0,0.0,0.0,0.0,0.0,0.0,805593.0,233103.6899102907,1.567096600403808,5.201277596534842,2.8238978123998377,6.0
סח'נין,7500.0,הצפון,עירייה,33187.56888556443,4.0,288834.0,245301.0,7391.351889794445,91870.0,8994,140179,109205,29197,1777,1257.0,0,3001.0,245301.0,69780.0,35815.0,24577.0,37928.0843,0.6479894899410987,22224.0,49013.0843,0.4534299425837194,19569.0,2353.0,11238.0,1842.0,1069.0,31054.0,175521.0,107134,28128.0,29304,5649.0,750,0,43533.0,73,27659.0,2000,13801,284615.0,245103.0,7385.385800483031,20108,27899.0,163165.0,118425.0,37926.0,5719.0,1540.0,0,32391,245103.0,117075.0,79039.0,12010.0,56991.0,6135,1279,338.0,61277.0,39512.0,35482,0,4030.0,198.0,198.0,60.0,35817.0,66228.715,50413.0843,10179.9794,3161.89,472.2,967.799,0.0,48.3717,944.8004,0.0,0.0,0.8649,39.7253,0,0.0,0.0,0.0,0.0,0.0,1650.16923,1301.73179,135.4702,83.21,9.359,1.53824,0.0,26.9962,77.9796,0.0,0.0,8.4794,5.4048,0,0.0,0.0,0.0,0.0,0.0,56189.0,33187.56888556443,0.3386207660690742,2.1025945058106426,5.2887573839838025,4.0
עכו,7600.0,הצפון,עירייה,51419.56483837755,4.0,611283.0,455814.0,8864.602441360963,247974.0,21992,150231,81072,61485,7603,10368.0,44,25249.0,455814.0,262881.0,149499.0,65867.0,135978.0,0.4843945344099781,61529.0,94620.0,0.6502747833439018,27406.0,4338.0,83632.0,3760.0,931.0,108691.0,192933.0,76641,60554.0,43749,7643.0,0,0,155469.0,313,45859.0,7000,102297,584167.0,455864.0,8865.57483387648,43787,99405.0,231195.0,115757.0,83697.0,27924.0,10788.0,0,70689,455864.0,173657.0,57827.0,19129.0,115886.0,13666,2009,9632.0,141014.0,128303.0,113266,0,15037.0,-50.0,-50.0,-48163.0,95513.0,180997.69,87233.0,46941.0,19458.0,4260.0,4061.0,2436.0,1523.0,14082.0,0.0,947.69,56.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5344.74,1866.67,379.61,270.56,52.99,3.35,25.24,84.57,804.28,0.0,625.62,1231.85,0.0,0,0.0,0.0,0.0,0.0,0.0,174911.0,51419.56483837755,1.626462617155024,5.112470337434593,3.752132103926371,4.0
עפולה,7700.0,הצפון,עירייה,61518.60229497069,5.0,665323.0,478046.0,7770.755221450821,285616.0,20764,162769,101192,59530,1498,5236.0,193,3661.0,478046.0,314324.0,192751.0,78186.0,109820.0,0.7119468220724824,71783.0,108742.0,0.6601221239263579,28570.0,6403.0,114565.0,10174.0,1242.0,110157.0,163722.0,91372,58288.0,1604,10534.0,0,0,187277.0,30510,51190.0,5700,99877,651489.0,477706.0,7765.228437887539,45584,73207.0,256497.0,144170.0,79522.0,26123.0,50.0,0,102368,477706.0,114370.0,45683.0,8860.0,164222.0,17956,3367,6518.0,171273.0,173783.0,171898,0,1885.0,340.0,340.0,-9698.0,88670.0,235772.0,104305.0,85372.0,15673.0,5173.0,7880.0,21.0,2368.0,14887.0,0.0,0.0,90.0,3.0,0,0.0,0.0,0.0,0.0,0.0,12152.482,2671.08,445.16,239.66,59.41,5.99,0.393,41.61,555.36,0.0,0.0,8133.0,0.819,0,0.0,0.0,0.0,0.0,0.0,193356.0,61518.60229497069,1.862282232139822,5.10941387278067,2.661341348670152,5.0
עראבה,531.0,הצפון,עירייה,27115.30766284094,3.0,238894.0,202785.0,7478.616968742655,75781.0,6661,117889,97945,17525,2061,3.0,3,2451.0,202785.0,50658.0,28690.0,20073.0,34107.0,0.5885302137391152,16133.0,32557.0,0.4955309150105968,11137.0,3940.0,8617.0,1960.0,972.0,19036.0,152127.0,94738,16468.0,26469,8629.0,0,0,36109.0,0,23348.0,7374,5387,234312.0,202781.0,7478.469450593507,17610,21025.0,142606.0,110061.0,26384.0,5945.0,178.0,0,21362,202781.0,114485.0,77191.0,11995.0,45600.0,5022,967,1058.0,35649.0,31531.0,25043,0,6488.0,4.0,4.0,-16707.0,23370.0,41865.9163,31718.0,6171.2916,578.19,1398.507,386.2934,0.0,8.5644,1444.9879,0.0,0.0,10.5435,149.5385,0,0.0,0.0,0.0,0.0,0.0,2139.34858,862.605,84.51637,12.068,19.37526,0.788,0.0,5.74794,107.99951,0.0,0.0,1033.511,12.7375,0,0.0,0.0,0.0,0.0,0.0,38101.0,27115.30766284094,0.3177909728020093,1.8682435998844364,5.610373368858219,3.0
ערד,2560.0,הדרום,עירייה,28169.54990259503,3.0,278855.0,224723.0,7977.5147553670395,119598.0,17276,64961,33846,26643,1394,1794.0,29,21094.0,224723.0,122447.0,63000.0,35300.0,40132.97,0.8795760692517897,32466.0,48653.97,0.6672836769538025,11953.0,2834.0,27700.0,1658.0,664.0,57125.0,102276.0,29190,26262.0,32367,695.0,0,0,54132.0,0,28104.0,6000,20028,273520.0,224545.0,7971.195875561878,26496,56398.0,97096.0,50074.0,36113.0,5720.0,2140.0,0,42415,224545.0,89495.0,21638.0,7009.0,40325.0,6578,876,13370.0,73901.0,48975.0,38505,0,10470.0,178.0,178.0,-6547.0,39458.0,74333.26,45930.97,12808.49,5386.69,1111.25,1943.14,1877.54,18.94,1665.58,0.0,0.0,73.86,60.04,0,0.0,0.0,0.0,0.0,3456.7599999999948,3192.29,1021.84,94.46,113.36,25.79,1.43,35.24,2.93,1384.7,0.0,0.0,2.28,21.16,0,0.0,0.0,0.0,0.0,489.0999999999999,91913.0,28169.54990259503,0.9833312955223408,4.346785817430471,3.630728937936568,3.0
פתח תקווה,7900.0,המרכז,עירייה,255387.31137445164,7.0,2817799.0,2248815.0,8805.5079475063,1400178.0,102519,717290,503483,188898,21578,9785.0,176,19043.0,2248815.0,1592704.0,1170342.0,482650.0,530750.0,0.9093735280263777,459789.0,596857.0,0.7703503519268434,129530.0,22861.0,687692.0,47858.0,7661.0,366843.0,656111.0,452140,181593.0,0,2545.0,0,0,568984.0,6987,125064.0,0,436933,2813017.0,2245110.0,8791.000570534201,175862,414737.0,1286621.0,854946.0,271802.0,128711.0,16100.0,0,351790,2245110.0,959047.0,503543.0,47177.0,577023.0,27962,8134,21703.0,651241.0,567907.0,527626,0,40281.0,3705.0,3705.0,-152457.0,216289.0,1377289.0,587756.0,468751.0,171971.0,18734.0,54135.0,3240.0,29272.0,42113.0,245.0,0.0,126.0,639.0,0,0.0,0.0,0.0,0.0,307.0,18990.0,8673.0,2057.0,1042.0,103.0,78.0,24.0,1107.0,1688.0,5.0,0.0,4177.0,28.0,0,0.0,1.0,0.0,0.0,7.0,882151.0,255387.31137445164,2.692741453359437,6.236425730896083,2.569082216610217,7.0
צפת,8000.0,הצפון,עירייה,38029.46089953354,2.0,370879.0,302740.0,7960.670302421073,161010.0,14298,120649,73345,44904,2049,3284.0,70,3499.0,302740.0,119463.0,58793.0,28326.0,49121.85,0.5766476629035755,24891.0,46950.85,0.5301501463764767,17023.0,3435.0,30467.0,1538.0,280.0,58852.0,183277.0,71748,44624.0,50717,3055.0,0,0,68139.0,0,24190.0,0,43949,391987.0,322665.0,8484.606207077675,33741,52476.0,174903.0,101096.0,60324.0,10572.0,3626.0,1050,57919,322665.0,95952.0,31538.0,8681.0,66330.0,7856,2098,4300.0,146129.0,69322.0,61946,0,7376.0,-19925.0,-19925.0,-86256.0,39946.0,90228.34,44517.85,32208.72,2873.56,765.53,2239.71,2433.1,775.67,4402.09,0.0,0.0,12.11,0.0,0,0.0,0.0,0.0,0.0,0.0,1782.45,1026.6,239.25,36.02,11.84,1.52,51.16,19.92,396.08,0.0,0.0,0.06,0.0,0,0.0,0.0,0.0,0.0,0.0,85561.0,38029.46089953354,0.8011420430199604,3.1413277278791325,4.81934257454194,2.0
קלנסווה,638.0,המרכז,עירייה,24205.133125150533,3.0,172180.0,162125.0,6697.959443633166,47767.0,3852,99020,83811,14639,269,10783.0,9954,703.0,162125.0,40784.0,15986.0,12464.0,76010.213,0.16397796438223375,9725.0,33022.213,0.2944987363505892,9214.0,2739.0,3522.0,452.0,47.0,24299.0,121341.0,82393,14592.0,17372,4278.0,0,0,10055.0,0,8426.0,0,1629,183561.0,172503.0,7126.7114751275385,13342,16720.0,111853.0,88946.0,20078.0,1672.0,16765.0,13578,13823,172503.0,80024.0,62625.0,4371.0,49559.0,2755,199,1407.0,38559.0,11058.0,10018,0,1040.0,-10378.0,-10378.0,-88279.0,11634.0,26628.46,22443.213,2478.468,113.791,894.715,307.01,0.0,0.0,161.319,0.0,0.0,113.573,116.371,0,0.0,0.0,0.0,0.0,0.0,3572.758,608.475,33.478,2.014,18.274,0.464,0.0,0.0,61.931,0.0,0.0,2839.326,8.796,0,0.0,0.0,0.0,0.0,0.0,34523.0,24205.133125150533,0.14550632635605867,1.684931860904457,5.01302758272871,3.0
קריית אונו,2620.0,תל אביב,עירייה,43240.72431668588,9.0,505306.0,371670.0,8595.36943178768,183178.0,38814,146024,117990,23252,4756,861.0,397,2793.0,371670.0,235335.0,142730.0,100306.0,113640.0,0.8826645547342485,94950.0,119562.0,0.7941486425452902,19411.0,5356.0,42424.0,7619.0,1082.0,83904.0,136335.0,108970,22170.0,1151,0.0,0,0,133636.0,0,21886.0,0,111750,502227.0,370278.0,8563.177556605262,30814,71735.0,210149.0,153273.0,36138.0,18164.0,673.0,0,56907,370278.0,180041.0,99980.0,10402.0,72563.0,5492,1282,2548.0,108352.0,131949.0,119450,0,12499.0,1392.0,1392.0,-39987.0,24954.0,166577.0,115601.99,39949.86,605.5,454.5,3230.0,0.0,291.29,6443.86,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2045.437,1785.87,127.057,5.257,3.364,2.392,0.0,7.449,114.048,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,187555.0,43240.72431668588,0.9811121499560376,5.442438898027157,3.152930533760522,9.0
קריית אתא,6800.0,חיפה,עירייה,61142.400162137645,6.0,647208.0,524864.0,8584.28845789769,264655.0,22194,193280,132127,58966,1872,3093.0,2361,41642.0,524864.0,311480.0,213967.0,106376.0,124309.874,0.8557325060115498,96483.0,123097.874,0.7837909532052519,25374.0,9893.0,107591.0,2176.0,1700.0,93637.0,213384.0,128137,57006.0,11838,3446.0,0,0,122344.0,0,8568.0,19000,94776,635040.0,524618.0,8580.265063340923,46617,105178.0,306195.0,202232.0,79756.0,19830.0,14363.0,252,52265,524618.0,205029.0,135160.0,15184.0,143968.0,20605,1499,992.0,152525.0,110422.0,85712,0,24710.0,246.0,246.0,-7507.0,144519.0,232831.514,117234.874,52554.257,0.0,29571.468,3269.08,14.424,1239.692,21459.917,0.0,0.0,233.775,115.825,0,0.0,0.0,0.0,0.0,7138.20199999999,7412.089,2421.25,313.25,0.0,267.891,2.473,0.182,51.17,962.491,0.0,0.0,2942.174,3.73,0,0.0,0.0,0.0,0.0,447.478000000001,193996.0,61142.400162137645,1.75967903966298,5.094337140413464,3.4899513174842256,6.0
קריית ביאליק,9500.0,חיפה,עירייה,44619.630911073495,6.0,510339.0,394890.0,8850.140441255824,197336.0,23281,168560,123286,40327,3908,2706.0,65,3007.0,394890.0,289617.0,157464.0,86311.0,92865.22,0.9294222314877411,81336.0,114920.22,0.7077605664172937,31447.0,4975.0,71153.0,65448.0,1009.0,65696.0,105273.0,55750,39445.0,3924,761.0,0,0,115449.0,0,29912.0,0,85537,486095.0,394472.0,8840.772367350572,35461,77843.0,221623.0,147377.0,53501.0,16115.0,2324.0,1029,57221,394472.0,109133.0,44320.0,8892.0,64297.0,13887,1198,8199.0,197758.0,91623.0,83552,0,8071.0,418.0,418.0,-11428.0,66588.0,184456.589,110295.22,29480.73,6189.84,20555.689,5030.34,0.0,0.0,12904.77,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2759.824,1955.966,192.118,68.919,214.663,3.745,0.0,0.0,324.413,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,213489.0,44619.630911073495,1.5946568482784462,6.490797751716144,2.3593426895396803,6.0
קריית גת,2630.0,הדרום,עירייה,64437.12989812729,4.0,1065709.0,675773.0,10487.323086369179,350829.0,29156,267699,203098,59646,2704,924.0,47,27165.0,675773.0,449230.0,292220.0,72211.0,96513.11,0.7481988716351592,66741.0,105858.11,0.6304760211569996,31647.0,5470.0,220009.0,88119.0,1035.0,67856.0,205423.0,111716,58611.0,17574,3765.0,2500,21120,389936.0,0,118130.0,67940,203866,1053132.0,674743.0,10471.338513474198,67762,104769.0,374773.0,257140.0,80625.0,26944.0,9499.0,0,117940,674743.0,163330.0,67392.0,14429.0,198528.0,25805,2145,50807.0,231628.0,378389.0,350928,1820,25641.0,1030.0,-20090.0,-62990.0,226880.0,300890.32606,96515.11,47221.826,95485.25,7344.99,4523.08,0.0,731.56,49062.07,0.0,0.0,0.0,0.0,0,0.0,6.44006,0.0,0.0,0.0,4956.087097,2150.055,324.39,938.01,77.61,3.09,0.0,12.964097,1428.62,0.0,0.0,0.0,0.0,0,0.0,21.348,0.0,0.0,0.0,223751.0,64437.12989812729,3.414320289370834,6.971601632633482,3.187960114374525,4.0
קריית ים,9600.0,חיפה,עירייה,41094.88071557925,5.0,460355.0,353182.0,8594.306489034465,177515.0,12265,133465,82405,49063,863,2137.0,40,27800.0,353182.0,173884.0,92408.0,54935.0,78276.82,0.7018041867311421,51372.0,79588.82,0.645467541797956,26031.0,3563.0,37473.0,3278.0,845.0,77353.0,179298.0,79492,48218.0,40779,7817.0,0,0,107173.0,400,36028.0,8500,62245,472936.0,346393.0,8429.103430118508,34190,54890.0,170828.0,97737.0,64876.0,4433.0,1053.0,0,85432,346393.0,121033.0,62603.0,13742.0,46146.0,15679,561,13312.0,123335.0,126543.0,119169,228,7146.0,6789.0,6789.0,-26953.0,97243.0,124306.052,75996.82,21918.86,23531.23,0.0,1887.204,0.0,0.0,969.9,0.0,0.0,0.0,0.0,0,0.0,2.038,0.0,0.0,0.0,7645.032,1495.55,160.122,234.73,0.0,1.285,0.0,0.0,5749.065,0.0,0.0,0.0,0.0,0,0.0,4.28,0.0,0.0,0.0,132848.0,41094.88071557925,0.9118654038529382,4.231281292759168,4.363025196275295,5.0
