שם הרשות,סמל הרשות,מחוז,מעמד מוניציפאלי,סהכ אוכלוסייה בסוף השנה,"אשכול מדד חברתי כלכלי (משנת 2019, מ-1 עד 10, 1 הנמוך ביותר)",סהכ תקבולים (תקציב רגיל ותקציב בלתי רגיל),סהכ הכנסות בתקציב הרגיל,הכנסות לנפש בתקציב הרגיל (שח),מיסים ומענקים,שירותים מקומיים,סהכ שירותים ממלכתיים,שירותים ממלכתיים - חינוך,שירותים ממלכתיים - רווחה,שירותים ממלכתיים - תרבות,סהכ מפעלים,מפעלים - מפעל המים,תקבולים בלתי רגילים,סהכ הכנסות בתקציב הרגיל.1,סהכ הכנסות עצמיות,הכנסות עצמיות: מארנונה,ארנונה למגורים: סהכ גביות,ארנונה למגורים: סהכ חיובים נטו,ארנונה למגורים: יחס גבייה ב-% לכלל החיובים,ארנונה למגורים: גבייה השנה (קרן + ריבית),ארנונה למגורים: חיוב בשנת החשבון,ארנונה למגורים: יחס גבייה ב-% לחיוב השנה,"ארנונה למגורים: סהכ פטורים, שחרורים והנחות",ארנונה למגורים: גביית פיגורים (קרן + ריבית),ארנונה לא למגורים: גבייה,הכנסות עצמיות: מחינוך,הכנסות עצמיות: מרווחה,יתר הכנסות עצמיות,סהכ הכנסות מהממשלה,הכנסות מהממשלה: ממשרד החינוך,הכנסות מהממשלה: ממשרד הרווחה,הכנסות מהממשלה: מענק כללי,הכנסות מהממשלה: מענקים מיוחדים ומיועדים,הכנסות מהממשלה: מענקים להקטנת גירעון מצטבר,מלוות למחזור ולאיזון,סהכ הכנסות בתקציב בלתי רגיל,השתתפות בעלי נכסים,השתתפות הממשלה,מלוות,הכנסות אחרות,סהכ תשלומים (תקציב רגיל ותקציב בלתי רגיל),סהכ הוצאות בתקציב הרגיל,הוצאה לנפש בתקציב הרגיל (שח),הנהלה וכלליות,שירותים מקומיים.1,סהכ שירותים ממלכתיים.1,שירותים ממלכתיים: חינוך,שירותים ממלכתיים: רווחה,שירותים ממלכתיים: תרבות,מפעלים,מפעלים: מפעל המים,תשלומים בלתי רגילים,סהכ הוצאות בתקציב הרגיל.1,סהכ הוצאות לעלות עבודה,הוצאות לעלות עבודה: לחינוך,הוצאות לעלות עבודה: לרווחה,הוצאות תפעול,הוצאות לפירעון מלוות,הוצאות מימון,העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר),"הוצאות כלליות, השתתפויות והעברות",סהכ הוצאות בתקציב בלתי רגיל,הוצאות לעבודות שבוצעו במשך השנה,הוצאות להעברת מלוות,הוצאות אחרות,עודף/גירעון בתקציב הרגיל השנה,עודף/גירעון בתקציב הרגיל השנה ללא קבלת מלוות לאיזון,עודף/גירעון מצטבר בתקציב הרגיל לסוף שנה,עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סהכ חיוב ארנונה - חיוב באלפי ₪,למגורים,"למשרדים, שירותים ומסחר",לתעשייה,למלאכה,לבנקים וחברות ביטוח,לבתי מלון,לחניונים,לקרקע תפוסה,לקרקע תפוסה לעריכת אירועים,לקרקע תפוסה במפעל עתיר שטח,לאדמה חקלאית,למבנה חקלאי,למגורים שאינם בשימוש,לאדמת בניין,למערכת סולרית על גג נכס,למערכת סולרית שאינה על גג נכס,לקרקע תפוסה למערכת סולרית,ליתר סוגי הנכסים,סהכ חיוב ארנונה - שטחים באלפי מר,למגורים.1,"למשרדים, שירותים ומסחר.1",לתעשייה.1,למלאכה.1,לבנקים וחברות ביטוח.1,לבתי מלון.1,לחניונים.1,לקרקע תפוסה.1,לקרקע תפוסה לעריכת אירועים.1,לקרקע תפוסה במפעל עתיר שטח.1,לאדמה חקלאית.1,למבנה חקלאי.1,למגורים שאינם בשימוש.1,לאדמת בניין.1,למערכת סולרית על גג נכס.1,למערכת סולרית שאינה על גג נכס.1,לקרקע תפוסה למערכת סולרית.1,ליתר סוגי הנכסים.1,ארנונה והכנסות עצמיות,סהכ  אוכלוסייה בסוף השנה,ארנונה לא למגורים לנפש,ארנונה למגורים והכנסות עצמיות לנפש,הכנסות מהמדינה לנפש,אשכול
טורעאן,498.0,הצפון,מועצה מקומית,14808.977952555804,3.0,108271.0,91012.0,6145.731345645816,46792.0,3298,35917,23806,11100,1011,1100.0,0,3905.0,91012.0,33027.0,17730.0,9281.0,19049.5786,0.48720237832452623,8069.0,23015.1,0.35059591311790955,6625.0,1212.0,8449.0,457.0,0.0,14840.0,57985.0,24459,11014.0,15763,6514.0,0,0,17259.0,0,7954.0,2293,7012,110150.0,88782.0,5995.147017196928,9732,15305.0,48312.0,28816.0,14783.0,4327.0,1100.0,0,14333,88782.0,26930.0,12626.0,2833.0,22278.0,2142,765,4496.0,32171.0,21368.0,17453,0,3915.0,2230.0,2230.0,2865.0,12271.0,23687.576,17003.1,1576.716,413.84,88.53,221.4,0.0,0.0,4383.99,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,802.713,476.098,21.342,5.76,1.19,0.451,0.0,0.0,297.872,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23366.0,14808.977952555804,0.5705322829886333,2.230201172951307,3.915530172694509,3.0
יאנוח-ג'ת,1295.0,הצפון,מועצה מקומית,6930.096450821644,5.0,56767.0,47834.0,6902.357036362563,26581.0,1372,18748,11054,6566,1128,8.0,4,1125.0,47834.0,12813.0,7299.0,6602.0,12621.0,0.523096426590603,5126.0,9668.0,0.5302027306578403,2287.0,1476.0,697.0,820.0,28.0,4666.0,35021.0,9924,6538.0,15639,0.0,0,0,8933.0,0,7640.0,611,682,59893.0,48914.0,7058.199023218598,6153,7046.0,27935.0,16556.0,8523.0,2385.0,216.0,216,7564,48914.0,22397.0,9080.0,2190.0,10434.0,1487,227,962.0,13407.0,10979.0,9465,0,1514.0,-1080.0,-1080.0,-2672.0,6412.0,10237.0,9020.0,920.0,0.0,159.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,261.91,244.1,13.18,0.0,3.13,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10640.0,6930.096450821644,0.10057580077653357,1.8488920162836795,5.0534650200788835,5.0
יבנאל,46.0,הצפון,מועצה מקומית,4542.106396364632,2.0,55475.0,37501.0,8256.301532261483,23275.0,1372,12505,7420,4772,313,74.0,0,275.0,37501.0,13575.0,9147.0,7242.0,9442.81,0.7669327244750239,6359.0,9249.81,0.6874735805384111,2600.0,883.0,1905.0,173.0,1.0,4254.0,23926.0,7134,4771.0,9873,1330.0,0,0,17974.0,0,17058.0,0,916,56497.0,37462.0,8247.71520763659,5115,5922.0,20938.0,11937.0,6499.0,2063.0,381.0,0,5106,37462.0,11080.0,3850.0,732.0,12663.0,588,207,115.0,12809.0,19035.0,18905,0,130.0,39.0,39.0,1069.0,3619.0,11829.92,9618.81,901.43,218.53,143.48,0.0,0.0,83.05,548.26,0.0,0.0,198.9,117.46,0,0.0,0.0,0.0,0.0,0.0,14423.9,208.36,8.96,4.31,2.17,0.0,0.0,2.44,33.84,0.0,0.0,14086.55,77.27,0,0.0,0.0,0.0,0.0,0.0,10787.0,4542.106396364632,0.41940893360065407,2.988701455973165,5.2676000762883195,2.0
יסוד המעלה,29.0,הצפון,מועצה מקומית,1797.675970969212,7.0,32004.0,15707.0,8737.392196176275,8970.0,2020,4029,1900,1633,170,135.0,0,553.0,15707.0,10281.0,6965.0,4234.0,4398.0,0.9627103228740337,4130.0,4496.0,0.9185943060498221,519.0,104.0,2731.0,21.0,0.0,3295.0,5426.0,1805,1633.0,1116,202.0,0,0,16297.0,0,2136.0,2298,11863,26494.0,15765.0,8769.656075171515,3509,2791.0,6756.0,3169.0,2278.0,635.0,609.0,0,2100,15765.0,5597.0,980.0,821.0,4339.0,1339,214,25.0,4251.0,10729.0,8649,1336,744.0,-58.0,-58.0,-1678.0,7233.0,7418.0,4589.0,1262.0,312.0,140.0,0.0,474.0,56.0,50.0,0.0,0.0,503.0,32.0,0,0.0,0.0,0.0,0.0,0.0,244.24085,96.34189,14.05789,3.14,2.41039,0.0,9.54715,7.07788,80.48991,0.0,0.0,9.502,21.67374,0,0.0,0.0,0.0,0.0,0.0,7446.0,1797.675970969212,1.5191836816551478,5.719050688794059,3.018341507382216,7.0
יפיע,499.0,הצפון,מועצה מקומית,19704.12848936221,3.0,143334.0,129730.0,6583.899413264491,46270.0,6358,75936,63857,11079,1000,572.0,20,594.0,129730.0,30275.0,15730.0,11314.0,30738.0,0.36807859977877544,8114.0,19779.0,0.4102330754840993,7273.0,3200.0,4416.0,1403.0,35.0,13107.0,99455.0,63063,10993.0,18030,4918.0,0,0,13604.0,0,10517.0,1211,1876,160988.0,139197.0,7064.357100348241,12917,19424.0,93983.0,73289.0,14462.0,5920.0,564.0,0,12309,139197.0,64858.0,41069.0,4969.0,38338.0,2020,1204,468.0,32309.0,21791.0,21791,0,0.0,-9467.0,-9467.0,-18859.0,10756.5,28085.0,23114.0,3015.0,0.0,1211.0,600.0,0.0,0.0,110.0,0.0,0.0,4.0,17.0,0,0.0,0.0,0.0,0.0,14.0,765.016,625.03,35.5,0.0,17.05,0.686,0.0,0.0,19.59,0.0,0.05,66.45,0.38,0,0.0,0.0,0.0,0.0,0.2799999999999727,22659.0,19704.12848936221,0.22411546912029595,1.5364800334277535,5.047419379836738,3.0
ירוחם,831.0,הדרום,מועצה מקומית,11169.911314599456,4.0,144573.0,108517.0,9715.117420687537,56883.0,2352,43459,21743,19341,2143,1371.0,49,4452.0,108517.0,44984.0,29380.0,10789.0,15230.0,0.7084044648719632,9643.0,14977.0,0.6438539093276358,4432.0,1146.0,18591.0,2180.0,605.0,12819.0,63533.0,20239,16863.0,14241,4478.0,0,0,36056.0,0,18740.0,0,17316,146501.0,108568.0,9719.683258191844,11403,20913.0,65367.0,32340.0,25956.0,5264.0,1088.0,0,9797,108568.0,38574.0,15222.0,6576.0,35187.0,1297,268,1725.0,31517.0,37933.0,28370,0,9563.0,-51.0,-51.0,-6304.0,5376.0,32752.0,14555.0,2241.0,11732.0,0.0,310.0,282.0,0.0,1150.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,2480.0,2801.9,359.91,28.11,180.88,0.0,0.4,3.55,0.0,426.1,0.0,0.0,0.25,0.0,0,0.0,0.0,0.0,0.0,1802.7,25247.0,11169.911314599456,1.6643820596588736,4.0272477312514,5.687869689436137,4.0
ירכא,502.0,הצפון,מועצה מקומית,17759.46874564785,3.0,153841.0,120832.0,6803.807125683936,63367.0,3240,43378,31153,9967,2258,1520.0,43,9327.0,120832.0,43799.0,26620.0,13706.0,20151.4,0.6801512549996525,12047.0,21265.4,0.566507096033933,5621.0,1659.0,12914.0,897.0,164.0,16118.0,77033.0,30073,9959.0,17816,11333.0,3623,0,33009.0,0,13175.0,5000,14834,139341.0,120825.0,6803.412969749417,13679,22782.0,63697.0,43706.0,14308.0,5426.0,1633.0,0,19034,120825.0,42554.0,20117.0,5546.0,39335.0,3931,652,1210.0,25961.0,18516.0,14992,0,3524.0,7.0,7.0,-572.0,22381.0,36522.076,20407.4,12014.9,346.29,1541.17,544.23,31.13,0.0,1633.41,0.0,0.0,0.0,0.0,0,0.0,0.0,3.546,0.0,0.0,937.88,554.96,160.17,12.67,30.155,1.067,0.71,0.0,178.07,0.0,0.0,0.0,0.0,0,0.0,0.0,0.078,0.0,0.0,29226.0,17759.46874564785,0.7271613911967224,2.4662336822847486,4.337573443399188,3.0
כאבול,504.0,הצפון,מועצה מקומית,14627.895359852748,3.0,101522.0,95853.0,6552.754011563076,40615.0,1606,51871,37783,11430,2658,9.0,1,1752.0,95853.0,25857.0,16815.0,13620.0,15260.0918,0.8925241196779694,12628.0,21156.0918,0.5968966347555743,6356.0,992.0,3195.0,121.0,155.0,8766.0,69996.0,37662,11275.0,14202,3111.0,0,0,5669.0,0,5175.0,0,494,103018.0,96117.0,6570.801720649413,10466,10434.0,63374.0,43164.0,15165.0,4701.0,77.0,0,11766,96117.0,45827.0,29676.0,4090.0,24645.0,2572,645,709.0,21719.0,6901.0,4728,0,2173.0,-264.0,-264.0,-9046.0,15366.0,24358.5648,19744.0918,1604.6137,38.1529,998.442,201.8891,309.6811,0.0,823.9703,0.0,573.3994,0.0,64.3245,0,0.0,0.0,0.0,0.0,0.0,760.80105,532.47276,31.25144,1.008,20.28114,0.37155,3.83601,0.0,45.08915,0.0,117.341,0.0,9.15,0,0.0,0.0,0.0,0.0,0.0,21670.0,14627.895359852748,0.2184182974653274,1.7676500524447483,4.785103959118328,3.0
כאוכב אבו אל-היג'א,505.0,הצפון,מועצה מקומית,3772.6263160970484,4.0,45469.0,39107.0,10365.988232955431,13738.0,909,23950,18664,3358,1730,0.0,0,510.0,39107.0,6417.0,3309.0,3063.0,4977.0,0.6154309825195902,1896.0,3599.0,0.5268130036121145,1285.0,1167.0,246.0,184.0,22.0,2902.0,32690.0,18722,3347.0,7357,1770.0,0,0,6362.0,0,4104.0,1858,400,43741.0,39674.0,10516.28141136558,4401,4707.0,28068.0,19658.0,4148.0,3926.0,0.0,0,2498,39674.0,23007.0,13474.0,1741.0,10598.0,379,81,3.0,5606.0,4067.0,3190,0,877.0,-567.0,-567.0,-3775.0,3068.0,4091.0,3928.0,140.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,108.66,106.34,2.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5004.0,3772.6263160970484,0.06520656417794861,1.7009370826418544,8.665051150313577,4.0
כוכב יאיר,1224.0,המרכז,מועצה מקומית,8976.544152958144,10.0,87838.0,72913.0,8122.613642575594,46059.0,4269,21619,16220,5243,156,0.0,0,966.0,72913.0,51711.0,42284.0,29096.0,30361.0,0.9583347057079805,28383.0,32142.0,0.8830502146723913,3030.0,713.0,13188.0,1465.0,194.0,7768.0,21202.0,14593,5049.0,0,36.0,0,0,14925.0,0,1565.0,1207,12153,82949.0,71380.0,7951.835225639405,9338,19640.0,36411.0,25469.0,7017.0,2946.0,133.0,0,5858,71380.0,19160.0,9506.0,1483.0,25079.0,2581,252,2483.0,21825.0,11569.0,11385,0,184.0,1533.0,1533.0,1691.0,12991.0,44476.0,31005.0,6754.0,5347.0,586.0,92.0,0.0,242.0,450.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,619.35,483.26,35.25,44.43,5.12,0.11,0.0,5.23,45.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37810.0,8976.544152958144,1.4691622717250274,5.760680181465946,2.361933461109648,10.0
כסיפה,1059.0,הדרום,מועצה מקומית,23989.77442701094,1.0,132824.0,94822.0,3952.600733637434,31289.0,3816,54597,45598,8810,189,1368.0,214,3752.0,94822.0,17208.0,2402.0,1989.0,12635.04,0.1574193670934164,1576.0,10724.64,0.14695131957809307,4414.0,413.0,413.0,1868.0,14.0,12924.0,77614.0,43860,8796.0,20106,4281.0,0,0,38002.0,6,20057.0,2224,15715,131992.0,96468.0,4021.2133004211682,8071,12144.0,69187.0,53133.0,12043.0,3356.0,1.0,0,7065,96468.0,40045.0,26294.0,4038.0,34250.0,1226,46,62.0,20839.0,35524.0,33451,0,2073.0,-1646.0,-1646.0,-1060.0,8521.0,9532.1946,8639.64,792.58,0.0,84.744,0.0,0.0,0.0,0.0,0.0,0.0,0.2006,15.03,0,0.0,0.0,0.0,0.0,0.0,241.614,224.523,12.729,0.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,1.433,1.596,0,0.0,0.0,0.0,0.0,0.0,16382.0,23989.77442701094,0.01721566833638038,0.717305619206861,3.2352951144305733,1.0
כסרא-סמיע,1296.0,הצפון,מועצה מקומית,9223.286771621772,3.0,77217.0,65133.0,7061.79929267746,32932.0,1721,29030,21417,7076,537,3.0,3,1447.0,65133.0,17687.0,9750.0,8406.0,11289.6894,0.7445731855120833,7848.0,12964.5918,0.6053410798479594,3961.0,558.0,1344.0,1194.0,0.0,6743.0,47446.0,20223,7076.0,12659,6254.0,0,0,12084.0,0,7521.0,0,4563,73410.12478,62146.12478,6737.958638693891,5500,12313.0,35572.0,21831.0,9295.0,3656.0,581.0,0,8180,62146.12478,28593.12478,11818.00373,2441.49522,16547.0,641,108,703.0,15554.0,11264.0,10167,0,1097.0,2987.0,2987.0,6391.0,2200.0,14712.5556,13049.5918,1007.0059,0.0,567.7295,0.0,0.0,0.0,36.7957,0.0,38.8312,0.0,12.6015,0,0.0,0.0,0.0,0.0,0.0,379.16,326.158,13.356,0.0,11.431,0.0,0.0,0.0,11.571,0.0,11.994,0.0,4.65,0,0.0,0.0,0.0,0.0,0.0,15785.0,9223.286771621772,0.14571811906957313,1.9176461101068005,5.144153182570659,3.0
כעביה-טבאש-חג'אג'רה,978.0,הצפון,מועצה מקומית,5878.222094948243,3.0,37133.0,33212.0,5650.007683197692,14725.0,1348,16889,10908,5412,416,35.0,0,215.0,33212.0,6190.0,1749.0,1675.0,9143.6877,0.18318648393907855,1573.0,9078.6877,0.1732629265350762,3518.0,102.0,74.0,116.0,0.0,4325.0,27022.0,10725,5412.0,8035,1353.0,75,0,3921.0,0,3646.0,0,275,42311.0,35593.0,6055.062130195574,4514,4838.0,21956.0,13576.0,7310.0,789.0,496.0,0,3789,35593.0,11889.0,6003.0,1759.0,7531.0,1739,45,0.0,14314.0,6718.0,6701,0,17.0,-2381.0,-2381.0,-1367.0,6917.0,10461.4259,10251.6877,184.15,11.8904,13.6978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,252.36409,249.55425,2.32521,0.238,0.24663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6014.0,5878.222094948243,0.012588840435885498,1.053039490515287,4.596968192682405,3.0
כפר ברא,633.0,המרכז,מועצה מקומית,3945.5445173887633,4.0,54229.0,35553.0,9010.923547639923,14566.0,2510,18131,13728,3961,442,12.0,0,334.0,35553.0,9296.0,3371.0,3034.0,5356.98,0.5663638841287443,3006.0,5771.98,0.5207918253355002,1648.0,28.0,337.0,1656.0,6.0,4263.0,26257.0,12072,3955.0,8082,1461.0,0,0,18676.0,0,15710.0,0,2966,50727.0,35537.0,9006.868340575476,5019,4568.0,22424.0,15546.0,5677.0,1035.0,12.0,0,3514,35537.0,17151.0,9652.0,2279.0,8020.0,913,53,46.0,9354.0,15190.0,13698,0,1492.0,16.0,16.0,-704.0,4620.0,6542.2819,5934.98,555.6341,0.0,36.6826,0.0,0.0,0.0,0.0,0.0,0.0,9.9552,0.0,0,0.0,0.0,0.0,5.03,0.0,751.68705,139.33232,11.48273,0.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,599.33,0.0,0,0.0,0.0,0.0,0.85,0.0,8931.0,3945.5445173887633,0.08541279879488801,2.3560753044429643,6.654848243196958,4.0
כפר ורדים,1263.0,הצפון,מועצה מקומית,5561.976866495431,9.0,77904.0,63517.0,11419.860514454402,23563.0,3736,34652,29901,4511,188,1100.0,1100,466.0,63517.0,30822.0,21236.0,19893.0,21191.97,0.9387046131152507,19693.0,22400.47,0.8791333396129635,2230.0,200.0,1343.0,1671.0,431.0,7484.0,32695.0,28264,4080.0,0,0.0,0,0,14387.0,362,912.0,0,13113,76331.0,63814.0,11473.258794801286,5907,10942.0,43179.0,34328.0,5936.0,2582.0,858.0,0,2928,63814.0,35501.0,27329.0,1486.0,13954.0,823,350,135.0,13051.0,12517.0,11699,0,818.0,-297.0,-297.0,-5309.0,3137.0,22863.643,21583.47,928.67,0.0,0.0,183.033,95.29,0.0,73.18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,371.466,361.38,7.73,0.0,0.0,0.137,1.08,0.0,1.139,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29279.0,5561.976866495431,0.24146091079415374,5.541554871554286,5.878305642900116,9.0
כפר יאסיף,507.0,הצפון,מועצה מקומית,10393.807894983585,5.0,80789.0,77112.0,7419.032637424148,33132.0,4372,38607,30378,6662,1567,13.0,0,988.0,77112.0,24153.0,13469.0,8473.0,41506.0,0.20413916060328627,7239.0,18795.0,0.3851556264964086,5064.0,1234.0,4996.0,190.0,28.0,10466.0,52959.0,30348,6947.0,10647,3172.0,0,0,3677.0,0,1977.0,0,1700,87350.0,81379.0,7829.565528075264,8735,13421.0,47681.0,34671.0,9256.0,3661.0,0.0,0,11542,81379.0,38130.0,22828.0,3389.0,19347.0,2080,793,852.0,20177.0,5971.0,4954,0,1017.0,-4267.0,-4267.0,-11410.0,5666.0,21288.0,15049.0,4268.0,0.0,628.0,580.0,0.0,494.0,175.0,0.0,0.0,25.0,69.0,0,0.0,0.0,0.0,0.0,0.0,1673.594,396.88,55.84,0.0,8.98,0.924,0.0,14.51,30.3,0.0,0.0,1163.82,2.34,0,0.0,0.0,0.0,0.0,0.0,17923.0,10393.807894983585,0.4806708042402096,2.3237874168962733,5.095245220527874,5.0
כפר כמא,508.0,הצפון,מועצה מקומית,3499.824333827599,6.0,36947.0,27284.0,7795.819846238033,16600.0,487,9929,4648,2687,2467,124.0,0,144.0,27284.0,6813.0,3865.0,3264.0,4588.0,0.7114210985178727,2657.0,5189.0,0.5120447099633841,1309.0,607.0,601.0,191.0,34.0,2723.0,20471.0,4993,2653.0,6807,4276.0,0,0,9663.0,0,7295.0,0,2368,39220.0,27563.0,7875.538133039838,3760,6648.0,13187.0,6481.0,3175.0,3334.0,225.0,128,3743,27563.0,11499.0,2688.0,1670.0,4820.0,510,102,4081.0,6551.0,11657.0,11342,0,315.0,-279.0,-279.0,-763.0,1571.0,5303.0,4707.0,491.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,151.055,126.728,6.89,0.0,1.949,0.0,0.0,0.0,0.0,0.0,1.518,0.0,13.97,0,0.0,0.0,0.0,0.0,0.0,5605.0,3499.824333827599,0.17172290454438713,1.9466691325472703,5.849150713690763,6.0
כפר כנא,509.0,הצפון,מועצה מקומית,24108.192477953886,2.0,188180.0,149489.0,6200.755205381015,73984.0,5516,67551,49784,16785,982,374.0,370,2064.0,149489.0,51520.0,25078.0,16031.0,31177.5,0.5141849089888542,15098.0,33062.0,0.4566571895227149,14877.0,933.0,9047.0,1351.0,439.0,24652.0,97969.0,47684,16346.0,23626,6739.0,0,0,38691.0,0,13945.0,15000,9746,181218.0,151687.0,6291.927532050051,19335,22797.0,87263.0,58835.0,23515.0,4374.0,467.0,0,21825,151687.0,62226.0,34068.0,6988.0,32064.0,5861,894,80.0,50562.0,29531.0,28566,0,965.0,-2198.0,-2198.0,-16782.0,32563.0,55194.1,40177.0,4059.0,10109.0,0.0,506.0,3.1,8.0,248.0,0.0,0.0,0.0,84.0,0,0.0,0.0,0.0,0.0,0.0,1311.507,1021.0,54.91,199.8,0.0,0.98,0.057,4.56,20.0,0.0,0.0,0.0,10.2,0,0.0,0.0,0.0,0.0,0.0,41540.0,24108.192477953886,0.3752666239193656,2.137032879885677,4.0637223254953385,2.0
כפר מנדא,510.0,הצפון,מועצה מקומית,21472.681336735808,2.0,179509.0,156314.0,7279.668409765644,54663.0,4605,94126,74475,18203,793,39.0,11,2881.0,156314.0,32612.0,17253.0,12133.0,22983.4869,0.5279007512128197,10332.0,15230.4869,0.6783762113343862,7745.0,1801.0,5120.0,687.0,6.0,14666.0,123702.0,74567,17999.0,21796,7582.0,0,0,23195.0,0,16345.0,0,6850,182324.0,157491.0,7334.482244216137,9237,16059.0,114143.0,86375.0,24507.0,2307.0,1499.0,0,16553,157491.0,85003.0,58648.0,8511.0,35730.0,1297,668,169.0,34624.0,24833.0,22204,0,2629.0,-1177.0,-1177.0,-8127.0,7666.0,35420.8292,28127.4869,4555.4999,1104.39,0.0,216.99,0.0,0.0,1153.087,0.0,0.0,0.0,263.3754,0,0.0,0.0,0.0,0.0,0.0,1037.87927,764.95684,63.10426,41.42548,0.0,0.442,0.0,0.0,151.53969,0.0,0.0,0.0,16.411,0,0.0,0.0,0.0,0.0,0.0,25691.0,21472.681336735808,0.2384425083997601,1.5187670085806595,5.760901401184985,2.0
כפר קרע,654.0,חיפה,מועצה מקומית,20017.9051950246,5.0,154463.0,132464.0,6617.2758192961965,60729.0,2709,67470,53513,12991,868,10.0,6,1546.0,132464.0,42474.0,29224.0,23659.0,47106.2989,0.5022470572401518,18779.0,37643.2989,0.49886701082938295,7545.0,4880.0,5565.0,1870.0,97.0,11283.0,89990.0,51643,12894.0,18712,4807.0,0,0,21999.0,0,14809.0,3143,4047,161627.0,132436.0,6615.877071538766,15578,18938.0,84552.0,59702.0,18507.0,5417.0,0.0,0,13368,132436.0,61878.0,38370.0,5904.0,33285.0,6704,355,205.0,30009.0,29191.0,24117,0,5074.0,28.0,28.0,-8787.0,27645.0,37103.558,30861.2989,3764.8081,1272.6525,532.2967,157.8893,0.0,34.3933,397.3986,63.2379,0.0,0.0,1.019,0,0.0,0.0,0.0,18.5637,0.0,1066.96004,832.07048,51.79977,69.67738,10.84549,0.32139,0.0,21.90655,70.58595,7.63744,0.0,0.0,2.0,0,0.0,0.0,0.0,0.11559,0.0,32029.0,20017.9051950246,0.27800111678934153,2.1218004374681927,4.495475381828004,5.0
כפר שמריהו,267.0,תל אביב,מועצה מקומית,1950.9260495413607,10.0,56402.0,38886.0,19932.072775973047,22072.0,6225,8347,4338,907,3102,1576.0,0,666.0,38886.0,35989.0,20999.0,16596.0,17282.0,0.960305520194422,15702.0,17019.0,0.9226158998766085,861.0,894.0,4403.0,2240.0,282.0,12468.0,2897.0,2056,625.0,0,22.0,0,0,17516.0,0,0.0,0,17516,45590.0,37575.0,19260.084209154636,5646,15827.0,13883.0,7675.0,1319.0,4292.0,0.0,0,2219,37575.0,11870.0,3886.0,739.0,19539.0,0,296,103.0,5767.0,8015.0,6739,0,1276.0,1311.0,1311.0,1311.0,0.0,22005.0,16227.0,3470.0,0.0,0.0,1056.0,0.0,0.0,1247.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,518.5,269.32,31.63,0.0,0.0,0.91,0.0,0.0,85.97,0.0,0.0,126.6,4.07,0,0.0,0.0,0.0,0.0,0.0,30692.0,1950.9260495413607,2.2568769334107217,18.447136942202693,1.4849358337703522,10.0
כפר תבור,47.0,הצפון,מועצה מקומית,4410.324867175103,8.0,48467.0,41605.0,9433.545431007853,20201.0,1946,11941,8879,2291,275,7025.0,5483,492.0,41605.0,30318.0,16778.0,11166.0,11879.69199,0.9399233590735547,11058.0,12974.287,0.8523011707695383,1736.0,108.0,5612.0,1793.0,47.0,11700.0,11287.0,7121,2244.0,1573,8.0,0,0,6862.0,0,1974.0,0,4888,49624.0,41651.0,9443.975501668263,5167,8730.0,18412.0,13279.0,2859.0,1660.0,5527.0,3921,3815,41651.0,13249.0,4873.0,652.0,15934.0,1375,113,152.0,10828.0,7973.0,7090,0,883.0,-46.0,-46.0,2.0,7398.0,18277.08691,12561.287,3022.063,373.494,637.397,641.107,182.164,0.0,666.406,0.0,0.0,183.793,9.37591,0,0.0,0.0,0.0,0.0,0.0,8523.65647,221.681,15.09492,7.169,5.7291,0.5637,2.39696,0.0,52.16567,0.0,0.0,8218.264,0.59212,0,0.0,0.0,0.0,0.0,0.0,24598.0,4410.324867175103,1.2724686205700293,6.874323527876363,2.5592219031314896,8.0
